RECORDING_SESSION_LABEL	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X
LN_20Apr2015_14-22	Trial: 39	BEFORE	396.00
LN_20Apr2015_14-22	Trial: 40	NONE	389.40
LN_20Apr2015_14-22	Trial: 41	NONE	396.80
LN_20Apr2015_14-22	Trial: 42	NONE	392.60
LN_20Apr2015_14-22	Trial: 43	NONE	389.10
LN_20Apr2015_14-22	Trial: 44	NONE	382.70
LN_20Apr2015_14-22	Trial: 45	NONE	392.70
LN_20Apr2015_14-22	Trial: 46	NONE	395.30
LN_20Apr2015_14-22	Trial: 47	NONE	403.20
LN_20Apr2015_14-22	Trial: 48	NONE	397.20
LN_20Apr2015_14-22	Trial: 49	NONE	391.30
LN_20Apr2015_14-22	Trial: 50	NONE	397.10
LN_20Apr2015_14-22	Trial: 51	NONE	397.10
LN_20Apr2015_14-22	Trial: 52	NONE	398.40
LN_20Apr2015_14-22	Trial: 53	NONE	396.50
LN_20Apr2015_14-22	Trial: 54	NONE	398.80
LN_20Apr2015_14-22	Trial: 55	NONE	394.30
LN_20Apr2015_14-22	Trial: 56	NONE	399.20
LN_20Apr2015_14-22	Trial: 57	NONE	396.70
LN_20Apr2015_14-22	Trial: 58	NONE	399.80
LN_20Apr2015_14-22	Trial: 59	NONE	396.30
LN_20Apr2015_14-22	Trial: 60	NONE	399.00
LN_20Apr2015_14-22	Trial: 61	NONE	393.30
LN_20Apr2015_14-22	Trial: 62	NONE	394.90
LN_20Apr2015_14-22	Trial: 63	NONE	400.50
LN_20Apr2015_14-22	Trial: 64	NONE	398.20
LN_20Apr2015_14-22	Trial: 65	NONE	400.90
LN_20Apr2015_14-22	Trial: 66	NONE	401.60
LN_20Apr2015_14-22	Trial: 67	AFTER	398.30
LN_20Apr2015_14-22	Trial: 67	BEFORE	410.70
LN_20Apr2015_14-22	Trial: 68	NONE	402.70
LN_20Apr2015_14-22	Trial: 68	NONE	415.70
LN_20Apr2015_14-22	Trial: 69	NONE	403.00
LN_20Apr2015_14-22	Trial: 70	NONE	401.50
LN_20Apr2015_14-22	Trial: 71	NONE	405.20
LN_20Apr2015_14-22	Trial: 72	NONE	398.10
LN_20Apr2015_14-22	Trial: 73	NONE	395.90
LN_20Apr2015_14-22	Trial: 74	NONE	398.80
LN_20Apr2015_14-22	Trial: 75	NONE	403.10
LN_20Apr2015_14-22	Trial: 76	NONE	400.30
LN_20Apr2015_14-22	Trial: 77	NONE	392.20
LN_20Apr2015_14-22	Trial: 78	NONE	397.30
LN_20Apr2015_14-22	Trial: 79	NONE	402.00
LN_20Apr2015_14-22	Trial: 80	NONE	396.10
LN_20Apr2015_14-22	Trial: 81	NONE	399.70
LN_20Apr2015_14-22	Trial: 82	NONE	400.70
LN_20Apr2015_14-22	Trial: 83	NONE	398.90
LN_20Apr2015_14-22	Trial: 84	NONE	397.60
LN_20Apr2015_14-22	Trial: 84	NONE	405.60
LN_20Apr2015_14-22	Trial: 85	NONE	398.50
LN_20Apr2015_14-22	Trial: 86	NONE	403.50
LN_20Apr2015_14-22	Trial: 87	NONE	395.10
LN_20Apr2015_14-22	Trial: 88	NONE	397.00
LN_20Apr2015_14-22	Trial: 89	NONE	387.90
LN_20Apr2015_14-22	Trial: 90	NONE	395.80
LN_20Apr2015_14-22	Trial: 91	NONE	400.50
LN_20Apr2015_14-22	Trial: 92	NONE	396.40
LN_20Apr2015_14-22	Trial: 93	NONE	392.00
LN_20Apr2015_14-22	Trial: 94	AFTER	396.80
LN_20Apr2015_14-22	Trial: 94	BEFORE	400.20
LN_20Apr2015_14-22	Trial: 95	NONE	396.80
LN_20Apr2015_14-22	Trial: 96	NONE	391.30
LN_20Apr2015_14-22	Trial: 97	NONE	405.30
