RECORDING_SESSION_LABEL	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X
ANON	Trial: 31	NONE	401.60
ANON	Trial: 31	NONE	403.30
ANON	Trial: 31	NONE	402.80
ANON	Trial: 31	NONE	401.30
ANON	Trial: 31	NONE	402.40
ANON	Trial: 31	NONE	402.70
ANON	Trial: 32	NONE	396.20
ANON	Trial: 32	NONE	421.30
ANON	Trial: 32	NONE	394.00
ANON	Trial: 33	NONE	394.50
ANON	Trial: 33	NONE	398.90
ANON	Trial: 34	NONE	398.30
ANON	Trial: 35	NONE	402.50
ANON	Trial: 36	NONE	401.40
ANON	Trial: 36	NONE	443.50
ANON	Trial: 36	NONE	401.80
ANON	Trial: 37	NONE	393.10
ANON	Trial: 37	NONE	423.10
ANON	Trial: 37	NONE	395.70
ANON	Trial: 38	NONE	400.90
ANON	Trial: 38	NONE	428.30
ANON	Trial: 38	NONE	404.80
ANON	Trial: 39	NONE	409.50
ANON	Trial: 39	NONE	424.10
ANON	Trial: 40	NONE	395.90
ANON	Trial: 40	NONE	415.20
ANON	Trial: 40	NONE	385.50
ANON	Trial: 40	NONE	397.90
ANON	Trial: 41	NONE	399.50
ANON	Trial: 42	NONE	401.80
ANON	Trial: 43	NONE	400.60
ANON	Trial: 43	NONE	403.10
ANON	Trial: 43	NONE	403.20
ANON	Trial: 43	NONE	401.60
ANON	Trial: 43	NONE	404.30
ANON	Trial: 43	NONE	404.60
ANON	Trial: 43	NONE	403.60
ANON	Trial: 43	NONE	402.10
ANON	Trial: 43	NONE	401.70
ANON	Trial: 43	NONE	402.70
ANON	Trial: 43	NONE	407.60
ANON	Trial: 43	NONE	405.90
ANON	Trial: 43	NONE	405.50
ANON	Trial: 43	NONE	404.10
ANON	Trial: 43	NONE	403.20
ANON	Trial: 43	NONE	402.10
ANON	Trial: 43	NONE	401.60
ANON	Trial: 43	NONE	433.80
ANON	Trial: 43	NONE	406.30
ANON	Trial: 43	NONE	406.20
ANON	Trial: 43	NONE	404.30
ANON	Trial: 43	NONE	403.40
ANON	Trial: 43	NONE	401.90
ANON	Trial: 43	NONE	399.40
ANON	Trial: 43	NONE	399.20
ANON	Trial: 43	NONE	409.80
ANON	Trial: 43	NONE	409.60
ANON	Trial: 43	NONE	408.30
ANON	Trial: 43	NONE	410.10
ANON	Trial: 43	NONE	410.50
ANON	Trial: 43	NONE	408.80
ANON	Trial: 44	NONE	394.80
ANON	Trial: 44	NONE	440.60
ANON	Trial: 44	NONE	406.60
ANON	Trial: 44	NONE	418.50
ANON	Trial: 44	NONE	390.40
ANON	Trial: 45	NONE	395.80
ANON	Trial: 45	NONE	397.50
ANON	Trial: 46	NONE	402.20
ANON	Trial: 46	NONE	400.70
ANON	Trial: 46	NONE	401.20
ANON	Trial: 47	NONE	391.80
ANON	Trial: 47	NONE	407.70
ANON	Trial: 47	NONE	393.20
ANON	Trial: 48	NONE	403.90
ANON	Trial: 49	NONE	399.90
ANON	Trial: 49	NONE	409.10
ANON	Trial: 50	NONE	402.20
ANON	Trial: 50	NONE	404.40
ANON	Trial: 51	NONE	401.10
ANON	Trial: 52	NONE	396.60
ANON	Trial: 52	NONE	392.60
ANON	Trial: 52	NONE	402.80
ANON	Trial: 52	NONE	383.20
ANON	Trial: 52	NONE	399.90
ANON	Trial: 53	NONE	396.10
ANON	Trial: 53	NONE	411.40
ANON	Trial: 54	NONE	392.30
ANON	Trial: 54	NONE	396.90
ANON	Trial: 55	NONE	403.80
ANON	Trial: 55	NONE	369.30
ANON	Trial: 55	NONE	390.30
ANON	Trial: 56	NONE	393.20
ANON	Trial: 56	NONE	398.10
ANON	Trial: 57	NONE	397.20
ANON	Trial: 57	NONE	406.70
ANON	Trial: 58	NONE	394.70
ANON	Trial: 58	NONE	412.20
ANON	Trial: 58	NONE	406.20
ANON	Trial: 59	NONE	396.80
ANON	Trial: 60	NONE	403.40
ANON	Trial: 61	NONE	400.20
ANON	Trial: 61	NONE	411.50
ANON	Trial: 61	NONE	382.80
ANON	Trial: 61	NONE	401.20
ANON	Trial: 62	AFTER	400.30
ANON	Trial: 62	BEFORE	401.20
ANON	Trial: 62	NONE	388.80
ANON	Trial: 62	NONE	408.50
ANON	Trial: 63	NONE	399.30
ANON	Trial: 63	NONE	405.80
ANON	Trial: 63	NONE	420.00
ANON	Trial: 63	NONE	395.30
ANON	Trial: 63	NONE	397.60
ANON	Trial: 64	NONE	404.50
ANON	Trial: 64	NONE	388.90
ANON	Trial: 64	NONE	407.30
ANON	Trial: 65	NONE	402.90
ANON	Trial: 66	NONE	402.40
ANON	Trial: 66	NONE	417.50
ANON	Trial: 66	NONE	396.10
ANON	Trial: 66	NONE	407.70
ANON	Trial: 66	NONE	365.10
ANON	Trial: 66	NONE	403.40
ANON	Trial: 67	NONE	396.30
ANON	Trial: 67	NONE	420.90
ANON	Trial: 67	NONE	403.20
ANON	Trial: 68	NONE	398.20
ANON	Trial: 68	NONE	420.80
ANON	Trial: 68	NONE	403.10
ANON	Trial: 68	NONE	418.00
ANON	Trial: 68	NONE	397.80
ANON	Trial: 69	NONE	396.10
ANON	Trial: 69	NONE	410.10
ANON	Trial: 69	NONE	399.30
ANON	Trial: 70	NONE	396.40
ANON	Trial: 70	NONE	408.60
ANON	Trial: 71	NONE	405.70
ANON	Trial: 71	NONE	398.10
ANON	Trial: 71	NONE	417.30
ANON	Trial: 71	NONE	397.60
ANON	Trial: 72	NONE	400.40
ANON	Trial: 72	NONE	407.30
ANON	Trial: 73	NONE	398.80
ANON	Trial: 73	NONE	420.70
ANON	Trial: 73	NONE	392.70
ANON	Trial: 73	NONE	417.60
ANON	Trial: 73	NONE	400.70
ANON	Trial: 74	NONE	410.50
ANON	Trial: 75	NONE	405.80
ANON	Trial: 76	NONE	388.40
ANON	Trial: 76	NONE	406.80
ANON	Trial: 76	NONE	394.90
ANON	Trial: 76	NONE	409.80
ANON	Trial: 76	NONE	396.30
ANON	Trial: 77	NONE	403.00
ANON	Trial: 77	NONE	420.90
ANON	Trial: 77	NONE	393.10
ANON	Trial: 77	NONE	405.90
ANON	Trial: 77	NONE	404.40
ANON	Trial: 77	NONE	402.90
ANON	Trial: 77	NONE	401.00
ANON	Trial: 78	NONE	402.80
ANON	Trial: 78	NONE	404.60
ANON	Trial: 78	NONE	382.70
ANON	Trial: 78	NONE	406.30
ANON	Trial: 79	NONE	399.90
ANON	Trial: 80	NONE	394.70
ANON	Trial: 80	NONE	397.30
ANON	Trial: 80	NONE	390.20
ANON	Trial: 80	NONE	399.60
ANON	Trial: 80	NONE	386.90
ANON	Trial: 80	NONE	400.10
ANON	Trial: 80	NONE	402.20
ANON	Trial: 80	NONE	402.40
ANON	Trial: 80	NONE	402.30
ANON	Trial: 80	NONE	402.90
ANON	Trial: 80	NONE	404.70
ANON	Trial: 80	NONE	404.90
ANON	Trial: 81	NONE	400.30
ANON	Trial: 81	NONE	382.50
ANON	Trial: 81	NONE	406.30
ANON	Trial: 81	NONE	405.00
ANON	Trial: 81	NONE	405.20
ANON	Trial: 82	NONE	400.20
ANON	Trial: 82	NONE	403.80
ANON	Trial: 82	NONE	406.40
ANON	Trial: 82	NONE	406.80
ANON	Trial: 82	NONE	402.60
ANON	Trial: 83	NONE	401.20
ANON	Trial: 83	NONE	409.50
ANON	Trial: 83	NONE	411.00
ANON	Trial: 83	NONE	419.90
ANON	Trial: 84	NONE	390.70
ANON	Trial: 84	NONE	399.50
ANON	Trial: 84	NONE	384.30
ANON	Trial: 84	NONE	407.60
ANON	Trial: 85	NONE	392.60
ANON	Trial: 85	NONE	394.50
ANON	Trial: 86	NONE	399.50
ANON	Trial: 86	NONE	400.90
ANON	Trial: 86	NONE	421.10
ANON	Trial: 86	NONE	389.90
ANON	Trial: 86	NONE	403.60
ANON	Trial: 86	NONE	394.30
ANON	Trial: 87	NONE	403.80
ANON	Trial: 87	NONE	394.30
ANON	Trial: 87	NONE	405.90
ANON	Trial: 88	NONE	400.10
ANON	Trial: 88	NONE	416.60
ANON	Trial: 88	NONE	396.60
ANON	Trial: 88	NONE	410.20
ANON	Trial: 88	NONE	410.00
ANON	Trial: 88	NONE	394.10
ANON	Trial: 88	NONE	411.70
ANON	Trial: 89	NONE	407.40
ANON	Trial: 90	NONE	399.70
ANON	Trial: 90	NONE	426.90
ANON	Trial: 90	NONE	395.40
ANON	Trial: 90	NONE	418.10
ANON	Trial: 90	NONE	400.30
ANON	Trial: 91	NONE	411.60
ANON	Trial: 91	NONE	398.80
ANON	Trial: 91	NONE	431.50
ANON	Trial: 91	NONE	409.40
ANON	Trial: 92	NONE	406.10
ANON	Trial: 92	NONE	410.10
ANON	Trial: 92	NONE	426.70
ANON	Trial: 92	NONE	401.50
ANON	Trial: 92	NONE	411.80
ANON	Trial: 92	NONE	392.90
ANON	Trial: 92	NONE	413.90
ANON	Trial: 92	NONE	401.50
ANON	Trial: 92	NONE	416.10
ANON	Trial: 93	NONE	398.40
ANON	Trial: 93	NONE	420.60
ANON	Trial: 93	NONE	407.40
ANON	Trial: 93	NONE	419.00
ANON	Trial: 93	NONE	400.10
ANON	Trial: 93	NONE	421.60
ANON	Trial: 93	NONE	404.90
ANON	Trial: 94	NONE	395.40
ANON	Trial: 94	NONE	408.50
ANON	Trial: 94	NONE	387.10
ANON	Trial: 94	NONE	404.80
ANON	Trial: 94	NONE	393.50
ANON	Trial: 95	NONE	393.20
ANON	Trial: 95	NONE	415.70
ANON	Trial: 95	NONE	391.40
ANON	Trial: 96	NONE	398.00
ANON	Trial: 96	NONE	396.20
ANON	Trial: 96	NONE	409.40
ANON	Trial: 97	NONE	399.70
ANON	Trial: 97	NONE	410.80
ANON	Trial: 97	NONE	398.00
ANON	Trial: 97	NONE	426.40
ANON	Trial: 97	NONE	404.50
ANON	Trial: 98	NONE	401.30
ANON	Trial: 98	NONE	405.10
ANON	Trial: 98	NONE	391.90
ANON	Trial: 98	NONE	392.90
ANON	Trial: 98	NONE	408.20
ANON	Trial: 98	NONE	408.50
ANON	Trial: 98	NONE	409.20
ANON	Trial: 98	NONE	392.40
ANON	Trial: 98	NONE	412.10
ANON	Trial: 99	NONE	404.00
ANON	Trial: 99	NONE	406.10
ANON	Trial: 99	NONE	396.60
ANON	Trial: 99	NONE	407.60
ANON	Trial: 99	NONE	395.30
ANON	Trial: 99	NONE	403.90
ANON	Trial: 100	NONE	401.30
ANON	Trial: 100	NONE	424.80
ANON	Trial: 100	NONE	409.90
ANON	Trial: 101	NONE	389.40
ANON	Trial: 101	NONE	378.70
ANON	Trial: 101	NONE	402.00
ANON	Trial: 101	NONE	392.70
ANON	Trial: 101	NONE	415.50
ANON	Trial: 101	NONE	394.30
ANON	Trial: 102	NONE	398.50
ANON	Trial: 102	NONE	399.60
ANON	Trial: 102	NONE	394.20
ANON	Trial: 102	NONE	398.70
ANON	Trial: 102	NONE	417.30
ANON	Trial: 102	NONE	404.70
ANON	Trial: 103	NONE	394.80
ANON	Trial: 103	NONE	397.90
ANON	Trial: 104	NONE	395.00
ANON	Trial: 104	NONE	407.50
ANON	Trial: 104	NONE	401.20
ANON	Trial: 104	NONE	390.50
ANON	Trial: 104	NONE	393.60
ANON	Trial: 105	NONE	398.70
ANON	Trial: 105	NONE	414.60
ANON	Trial: 105	NONE	402.60
ANON	Trial: 105	NONE	408.90
ANON	Trial: 106	AFTER	402.80
ANON	Trial: 106	BEFORE	381.30
ANON	Trial: 106	NONE	392.90
ANON	Trial: 106	NONE	399.90
ANON	Trial: 106	NONE	388.00
ANON	Trial: 106	NONE	409.10
ANON	Trial: 106	NONE	389.00
ANON	Trial: 107	NONE	398.20
ANON	Trial: 107	NONE	415.80
ANON	Trial: 107	NONE	394.20
ANON	Trial: 107	NONE	398.30
ANON	Trial: 107	NONE	402.70
ANON	Trial: 107	NONE	379.40
ANON	Trial: 107	NONE	389.30
ANON	Trial: 107	NONE	359.50
ANON	Trial: 107	NONE	379.00
ANON	Trial: 108	NONE	391.00
ANON	Trial: 108	NONE	407.30
ANON	Trial: 108	NONE	399.50
ANON	Trial: 108	NONE	388.70
ANON	Trial: 108	NONE	401.60
ANON	Trial: 109	NONE	392.30
ANON	Trial: 109	NONE	386.60
ANON	Trial: 109	NONE	413.00
ANON	Trial: 109	NONE	391.90
ANON	Trial: 109	NONE	395.70
ANON	Trial: 110	NONE	395.10
ANON	Trial: 110	NONE	388.90
ANON	Trial: 110	NONE	383.10
ANON	Trial: 110	NONE	396.90
ANON	Trial: 110	NONE	392.00
ANON	Trial: 111	NONE	400.40
ANON	Trial: 111	NONE	401.00
ANON	Trial: 111	NONE	398.90
ANON	Trial: 111	NONE	367.60
ANON	Trial: 111	NONE	365.20
ANON	Trial: 111	NONE	370.90
ANON	Trial: 111	NONE	402.40
ANON	Trial: 111	NONE	382.60
ANON	Trial: 111	NONE	380.00
ANON	Trial: 111	NONE	383.70
ANON	Trial: 112	NONE	396.00
ANON	Trial: 112	NONE	389.90
ANON	Trial: 112	NONE	406.00
ANON	Trial: 112	NONE	396.70
ANON	Trial: 112	NONE	414.40
ANON	Trial: 112	NONE	379.50
ANON	Trial: 112	NONE	410.10
ANON	Trial: 113	NONE	395.10
ANON	Trial: 113	NONE	401.50
ANON	Trial: 113	NONE	399.90
ANON	Trial: 113	NONE	423.50
ANON	Trial: 113	NONE	398.10
ANON	Trial: 114	NONE	404.30
ANON	Trial: 114	NONE	404.90
ANON	Trial: 114	NONE	407.00
ANON	Trial: 114	NONE	414.20
ANON	Trial: 114	NONE	413.70
ANON	Trial: 114	NONE	399.50
ANON	Trial: 114	NONE	408.30
ANON	Trial: 114	NONE	405.80
ANON	Trial: 114	NONE	392.90
ANON	Trial: 114	NONE	393.40
ANON	Trial: 114	NONE	426.80
ANON	Trial: 115	NONE	397.30
ANON	Trial: 115	NONE	419.10
ANON	Trial: 115	NONE	393.70
ANON	Trial: 115	NONE	414.70
ANON	Trial: 115	NONE	401.60
ANON	Trial: 116	NONE	397.80
ANON	Trial: 116	NONE	409.00
ANON	Trial: 117	NONE	402.50
ANON	Trial: 118	NONE	396.30
ANON	Trial: 119	NONE	395.40
ANON	Trial: 120	NONE	395.40
ANON	Trial: 120	NONE	401.70
ANON	Trial: 121	NONE	398.70
ANON	Trial: 121	NONE	391.10
ANON	Trial: 122	NONE	404.80
ANON	Trial: 123	NONE	395.90
ANON	Trial: 124	NONE	402.60
ANON	Trial: 125	NONE	393.10
ANON	Trial: 125	NONE	400.60
ANON	Trial: 125	NONE	387.30
ANON	Trial: 126	NONE	401.10
ANON	Trial: 126	NONE	420.30
ANON	Trial: 126	NONE	398.70
ANON	Trial: 127	NONE	393.70
ANON	Trial: 127	NONE	420.10
ANON	Trial: 127	NONE	400.40
ANON	Trial: 127	NONE	418.40
ANON	Trial: 127	NONE	408.40
ANON	Trial: 128	NONE	398.90
ANON	Trial: 128	NONE	402.60
ANON	Trial: 129	NONE	401.90
ANON	Trial: 129	NONE	424.20
ANON	Trial: 129	NONE	401.30
ANON	Trial: 130	NONE	403.50
ANON	Trial: 130	NONE	408.20
ANON	Trial: 131	NONE	398.90
ANON	Trial: 131	NONE	403.50
ANON	Trial: 131	NONE	407.90
ANON	Trial: 132	NONE	401.10
ANON	Trial: 132	NONE	404.40
ANON	Trial: 132	NONE	400.10
ANON	Trial: 132	NONE	400.50
ANON	Trial: 133	NONE	388.20
ANON	Trial: 133	NONE	387.40
ANON	Trial: 133	NONE	411.20
ANON	Trial: 133	NONE	383.00
ANON	Trial: 134	NONE	400.70
ANON	Trial: 134	NONE	404.50
ANON	Trial: 134	NONE	394.50
ANON	Trial: 134	NONE	412.90
ANON	Trial: 134	NONE	400.20
ANON	Trial: 134	NONE	417.90
ANON	Trial: 135	NONE	394.90
ANON	Trial: 136	NONE	399.40
ANON	Trial: 136	NONE	386.60
ANON	Trial: 136	NONE	406.90
ANON	Trial: 137	NONE	391.40
ANON	Trial: 137	NONE	401.20
ANON	Trial: 137	NONE	381.80
ANON	Trial: 137	NONE	385.30
ANON	Trial: 138	NONE	393.50
ANON	Trial: 138	NONE	418.30
ANON	Trial: 138	NONE	396.40
ANON	Trial: 139	NONE	406.30
ANON	Trial: 139	NONE	408.90
ANON	Trial: 140	NONE	400.80
ANON	Trial: 140	NONE	410.10
ANON	Trial: 140	NONE	395.10
ANON	Trial: 140	NONE	400.00
ANON	Trial: 140	NONE	385.00
ANON	Trial: 140	NONE	405.00
ANON	Trial: 141	AFTER	405.00
ANON	Trial: 141	BEFORE	395.60
ANON	Trial: 141	NONE	391.40
ANON	Trial: 141	NONE	400.70
ANON	Trial: 141	NONE	414.60
ANON	Trial: 141	NONE	405.60
ANON	Trial: 142	NONE	394.10
ANON	Trial: 142	NONE	406.30
ANON	Trial: 142	NONE	397.70
ANON	Trial: 142	NONE	407.60
ANON	Trial: 142	NONE	391.50
ANON	Trial: 142	NONE	407.80
ANON	Trial: 142	NONE	410.20
ANON	Trial: 143	NONE	401.20
ANON	Trial: 143	NONE	400.10
ANON	Trial: 143	NONE	422.40
ANON	Trial: 143	NONE	396.10
ANON	Trial: 143	NONE	406.50
ANON	Trial: 143	NONE	389.50
ANON	Trial: 144	NONE	398.80
ANON	Trial: 144	NONE	383.80
ANON	Trial: 144	NONE	395.10
ANON	Trial: 144	NONE	406.20
ANON	Trial: 144	NONE	377.30
ANON	Trial: 144	NONE	398.90
ANON	Trial: 145	NONE	399.80
ANON	Trial: 145	NONE	401.30
ANON	Trial: 145	NONE	447.90
